"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.28338296673476e-09,0.326716945312538,0.603,0.703,1.34275893999122e-05,"0","FLT3"
6.64492241582809e-09,0.272918104053499,0.576,0.587,1.42001992026246e-05,"0","EHD4"
1.62468430468406e-08,0.282114279093501,0.383,0.578,3.47195035910984e-05,"0","FAM20A"
2.5777186878192e-08,0.404705293389787,0.438,0.594,5.50858483586962e-05,"0","STX3"
7.65636292057033e-07,0.442806260127967,0.478,0.601,0.00163616475612588,"0","RNF24"
9.00901984891905e-07,0.535973728001812,0.426,0.587,0.001925227541714,"0","LILRA3"
1.22499526205745e-06,0.438648683245691,0.473,0.602,0.00261781487501678,"0","SIGLEC10"
3.26906722967409e-06,0.40608057391863,0.375,0.577,0.00698599666981354,"0","ZNF185"
3.12499725258025e-05,0.522191919933497,0.446,0.593,0.0667811912876399,"0","LINC00963"
3.77002256783445e-05,0.354572644579722,0.347,0.44,0.0805653822746223,"0","ERLIN1"
4.07093472631278e-05,0.274228725516624,0.489,0.533,0.0869958751013041,"0","LYL1"
0.000219771147883295,0.541757201147538,0.425,0.584,0.469650943026602,"0","CDA"
0.000261429378171015,0.374438222246092,0.443,0.595,0.558674581151459,"0","GSN"
0.000378880264218935,0.268936325754405,0.442,0.601,0.809667124635865,"0","PNPLA6"
0.00135318897229014,0.452585744463975,0.583,0.547,1,"0","FPR2"
0.00166985718441804,0.481629630073764,0.437,0.588,1,"0","EMR1"
0.00328512593245065,0.405504053816741,0.397,0.587,1,"0","DAPK1"
0,0.268100240772027,0.192,0.366,0,"1","GYPC"
0,0.252181397477307,0.94,0.468,0,"1","CTSG"
6.6426489862655e-299,0.347007773469519,0.295,0.763,1.41953408836494e-295,"1","PDK1"
5.8001540714794e-290,0.476989197852488,0.331,0.55,1.23949292507515e-286,"1","TRAT1"
2.22166630731343e-285,0.453681003893666,0.233,0.494,4.74770089872879e-282,"1","INPP4B"
4.07197833014959e-265,0.348685271050151,0.292,0.548,8.70181769152968e-262,"1","CD28"
2.5399596077066e-247,0.513677585932916,0.421,0.91,5.427893681669e-244,"1","TBC1D4"
7.22688298883334e-244,0.327220742143812,0.323,0.587,1.54438489471368e-240,"1","RGS10"
9.24361486626504e-223,0.416390317126585,0.414,0.91,1.97536049692084e-219,"1","CD8B"
8.17149113098437e-215,0.589542785129715,0.428,0.907,1.74624765469136e-211,"1","MAL"
5.38535699704587e-198,0.278481652718221,0.262,0.716,1.1508507902687e-194,"1","LINC00861"
2.7915505528389e-187,0.520398929119543,0.312,0.596,5.96554353141674e-184,"1","NUCB2"
2.86040138316414e-149,0.504896601921676,0.351,0.715,6.11267775582176e-146,"1","ITGA6"
7.15266603883637e-148,0.530828977832483,0.351,0.707,1.52852473249933e-144,"1","PDE3B"
3.13021864857188e-136,0.395189398371069,0.324,0.579,6.6892772519981e-133,"1","CD5"
9.95618297434068e-127,0.555852188077191,0.365,0.705,2.1276363016166e-123,"1","OXNAD1"
3.35756516382925e-122,0.591279982038132,0.472,0.909,7.17511675510311e-119,"1","CAMK4"
4.13057094178664e-107,0.507962638478279,0.348,0.412,8.82703010259806e-104,"1","HIVEP2"
1.00588061122401e-93,0.3248935535761,0.374,0.463,2.14956686618571e-90,"1","C6orf48"
1.94282784728333e-78,0.373124414769082,0.303,0.537,4.15182310964447e-75,"1","GIMAP5"
2.23286825653286e-75,0.391273973646168,0.367,0.728,4.77163946421072e-72,"1","ITK"
1.00342592993984e-69,0.376888842312571,0.302,0.726,2.14432121228143e-66,"1","TC2N"
4.66176334151828e-62,0.290402502007843,0.368,0.472,9.96218826082457e-59,"1","GCC2"
5.9855320897276e-62,0.278453540429102,0.322,0.743,1.27910820757479e-58,"1","CDC25B"
2.06524113258876e-61,0.61291463080846,0.504,0.911,4.41342030034219e-58,"1","RCAN3"
1.37199454729249e-53,0.38042277640267,0.318,0.456,2.93195234756406e-50,"1","MYC"
6.4080378729971e-52,0.430356632957963,0.349,0.427,1.36939769345948e-48,"1","CD6"
1.68454024715549e-45,0.646246242731324,0.502,0.775,3.59986250817128e-42,"1","LDLRAP1"
6.78094736689441e-38,0.386163810919579,0.445,0.604,1.44908845230533e-34,"1","PBXIP1"
2.51608550554233e-35,0.267031968519136,0.448,0.675,5.37687472534396e-32,"1","RPL21"
5.08308824635606e-34,0.529694625410196,0.415,0.436,1.08625595824629e-30,"1","CD3E"
5.08311499207153e-33,0.378772033840627,0.444,0.758,1.08626167380569e-29,"1","PCED1B-AS1"
1.95043068708193e-21,0.41978405863569,0.51,0.772,4.16807037829408e-18,"1","GAS5"
1.27757532401691e-20,0.626952998250307,0.546,0.742,2.73017846742414e-17,"1","NOSIP"
6.39347933083558e-16,0.531857800870458,0.356,0.489,1.36628653299956e-12,"1","ACTN1"
5.02329335325821e-09,0.408552706001304,0.551,0.665,1.07347778959128e-05,"1","CYLD"
0.000617457370963982,0.688125111374984,0.471,0.509,1,"1","IL6ST"
0,0.343724366313867,0.207,0.598,0,"2","TMEM2"
0,0.328434544343987,0.998,0.37,0,"2","HP"
0,0.312141882756046,0.998,0.563,0,"2","FES"
0,0.306614067852231,0.175,0.889,0,"2","CMKLR1"
0,0.302417358140682,0.998,0.412,0,"2","LDLR"
0,0.299597555636881,0.998,0.387,0,"2","FADS1"
0,0.292382807150969,0.202,0.592,0,"2","STOM"
0,0.285182345577216,0.999,0.555,0,"2","DOCK5"
0,0.282108174992184,0.998,0.555,0,"2","SPECC1"
0,0.271698673391729,0.113,0.461,0,"2","FAM46A"
0,0.269701774578795,0.998,0.532,0,"2","QPCT"
0,0.266715203702105,0.999,0.45,0,"2","SCARB2"
0,0.264951623812278,0.998,0.401,0,"2","IDH1"
0,0.262261227377644,0.998,0.675,0,"2","MARC1"
5.69926920191071e-293,0.412540514047101,0.271,0.727,1.21793382844832e-289,"2","TPST2"
4.11875028108793e-277,0.466362439411309,0.291,0.613,8.80176935068492e-274,"2","CD300A"
1.65344189927817e-268,0.370662987964369,0.999,0.572,3.53340533875745e-265,"2","B4GALT5"
1.99178630406114e-208,0.272693674310477,0.998,0.566,4.25644733177866e-205,"2","BSG"
5.82541421996532e-204,0.286170305804785,0.243,0.52,1.24489101880659e-200,"2","RAP2B"
9.25576080115605e-152,0.280818928300644,0.095,0.442,1.97795608320705e-148,"2","UBE2G1"
1.6861635161987e-131,0.254319693709824,0.998,0.621,3.60333143411662e-128,"2","SH3GLB1"
3.68506874677153e-128,0.422797248119605,0.294,0.51,7.87499191185075e-125,"2","APOBR"
8.7301717981774e-127,0.379416893939652,0.285,0.681,1.86563771327051e-123,"2","BHLHE40"
3.71849910935545e-120,0.282185379351007,0.163,0.588,7.94643259669259e-117,"2","LAIR1"
2.17180156691613e-92,0.295010733776521,0.107,0.561,4.64113994849976e-89,"2","CREB3L2"
1.94304463277937e-65,0.255952035269459,0.06,0.54,4.15228638024951e-62,"2","FKBP11"
1.5853331831508e-63,0.31223141221347,0.999,0.571,3.38785701239325e-60,"2","CMIP"
1.10155209563161e-39,0.284209584890944,0.207,0.63,2.35401682836475e-36,"2","CTSC"
9.26204763100028e-05,0.256358964767201,0.166,0.357,0.197929957874476,"2","IDH2"
0.00137712093469262,0.284967169537545,0.203,0.505,1,"2","PTPRJ"
0,0.470966283333927,0.988,0.471,0,"3","LAX1"
0,0.467006494919904,0.184,0.553,0,"3","TRGC2"
0,0.398814973840415,1,0.643,0,"3","OXNAD1"
0,0.360084373270441,1,0.853,0,"3","CAMK4"
0,0.340233142224011,0.986,0.424,0,"3","INPP4B"
0,0.329913469865447,1,0.847,0,"3","CD8B"
0,0.327018152593055,1,0.68,0,"3","FAIM3"
0,0.319393315503573,1,0.665,0,"3","TRIB2"
0,0.316493545951948,0.101,0.515,0,"3","LAG3"
0,0.314140067518302,0.99,0.357,0,"3","HIVEP2"
0,0.303024307229967,0.989,0.495,0,"3","CBX5"
0,0.298141635219805,0.061,0.511,0,"3","ZNF683"
0,0.296553569131129,1,0.651,0,"3","ITGA6"
0,0.296541195766512,1,0.848,0,"3","TBC1D4"
0,0.293710083082349,0.999,0.495,0,"3","CHD7"
0,0.279680454101992,1,0.859,0,"3","RCAN3"
0,0.269999650927409,1,0.846,0,"3","MAL"
0,0.268155641938767,0.987,0.489,0,"3","TRAT1"
4.31628273871295e-299,0.53016314417425,0.225,0.559,9.22389621262958e-296,"3","TRGC1"
2.5087832573231e-292,0.335623241639215,0.254,0.617,5.36126982089946e-289,"3","NLRC5"
6.99004555227609e-283,0.365831630961715,0.988,0.609,1.4937727345214e-279,"3","ITM2A"
1.4286031197518e-278,0.460575863817376,1,0.665,3.05292486690959e-275,"3","ITK"
8.05921545751984e-274,0.295367810475657,1,0.642,1.72225434327199e-270,"3","LINC00861"
5.68781083012075e-271,0.360041506967513,0.992,0.423,1.2154851743968e-267,"3","G3BP1"
2.96630740543645e-267,0.260511188565446,0.09,0.743,6.33899892541768e-264,"3","CCL4"
4.63884971951419e-247,0.342732688772739,1,0.639,9.91322185060181e-244,"3","SH2D1A"
1.27064078311951e-244,0.54073923361312,1,0.703,2.71535935352639e-241,"3","PCED1B-AS1"
3.40088686821241e-238,0.461709018577745,1,0.675,7.26769523736992e-235,"3","CDC25B"
3.45282015412297e-237,0.299475388584529,0.989,0.372,7.37867666936079e-234,"3","KIF2A"
2.95290831394618e-225,0.322152673386358,0.989,0.394,6.31036506690299e-222,"3","BUB3"
1.63598484505205e-212,0.439138445051052,1,0.656,3.49609961387624e-209,"3","TC2N"
1.89182807544777e-204,0.284747573998217,0.994,0.388,4.04283659723187e-201,"3","MDN1"
6.72854899714673e-201,0.319244358030337,1,0.644,1.43789092069026e-197,"3","PDE3B"
3.6001749253482e-192,0.300397114842643,1,0.724,7.6935738154691e-189,"3","GAS5"
1.92085129687464e-183,0.283282263982856,0.994,0.57,4.1048592214211e-180,"3","NUCKS1"
5.46289566256188e-169,0.299196887654057,0.205,0.626,1.16742080308947e-165,"3","MYLIP"
3.67206099736576e-166,0.397997303339723,0.99,0.612,7.84719435137064e-163,"3","EOMES"
3.52351013352679e-164,0.41512439325936,0.148,0.547,7.52974115534675e-161,"3","KLRG1"
2.39362613336516e-137,0.285553038066488,0.991,0.61,5.11517904700134e-134,"3","FAM107B"
1.88495272336722e-133,0.356097581300662,0.991,0.54,4.02814396983575e-130,"3","PCF11"
2.49610106827826e-119,0.3151703856175,0.992,0.554,5.33416798291063e-116,"3","PBXIP1"
3.37648346968764e-115,0.333791115267593,0.989,0.64,7.21554517472249e-112,"3","LPIN2"
6.0620866873633e-110,0.362557216828069,0.993,0.619,1.29546792508954e-106,"3","SPTAN1"
3.70436430616677e-90,0.254739709968879,0.992,0.625,7.91622652227839e-87,"3","CYLD"
4.63213334192438e-87,0.426894872841306,0.991,0.505,9.8988689516924e-84,"3","IKZF3"
2.57458351700186e-84,0.579685229113791,0.99,0.513,5.50188497583297e-81,"3","BCL2"
1.3313785002814e-78,0.56944411600264,0.994,0.525,2.84515585510135e-75,"3","CD2"
3.005003617389e-77,0.352952476670314,0.99,0.482,6.4216927303603e-74,"3","OFD1"
6.04391939642888e-75,0.257849138113636,0.988,0.455,1.29158557501685e-71,"3","C12orf75"
5.73925102378925e-56,0.586726880657739,0.221,0.436,1.22647794378376e-52,"3","CD6"
2.10095045061614e-46,0.276530800300117,1,0.704,4.48973111296669e-43,"3","RASGRP2"
3.25061710093436e-45,0.324787880968789,0.999,0.53,6.94656874469673e-42,"3","CD69"
2.71584325611058e-38,0.259574143673197,0.99,0.552,5.80375703830831e-35,"3","C9orf78"
4.12697058589052e-38,0.344525686926724,0.115,0.447,8.81933614204804e-35,"3","DUSP2"
9.45074537766989e-31,0.492516048414401,0.118,0.589,2.01962428720806e-27,"3","CD5"
6.10688396768337e-25,0.266174129112076,1,0.748,1.30504110389394e-21,"3","ZC3HAV1"
1.01273988504363e-21,0.328598071072833,0.212,0.482,2.16422513433823e-18,"3","GCC2"
2.2250406847888e-19,0.270536730426987,0.305,0.536,4.75491194339367e-16,"3","KLF2"
1.93767552623633e-13,0.331718860593045,0.328,0.581,4.14081259956705e-10,"3","LNPEP"
6.14134252797471e-10,0.34551417676047,0.311,0.672,1.3124048982282e-06,"3","CXCR4"
0.00580485430165546,0.519903537773234,0.265,0.448,1,"3","CD3E"
0,0.893883237664885,0.998,0.375,0,"4","DUSP2"
0,0.823981710097143,0.127,0.554,0,"4","CD28"
0,0.816645900207397,1,0.531,0,"4","CD69"
0,0.770424588579496,0.234,0.758,0,"4","MDFIC"
0,0.755623143122423,0.193,0.532,0,"4","LPAR6"
0,0.736962208625478,1,0.849,0,"4","TBC1D4"
0,0.654281926565341,0.089,0.508,0,"4","ZNF683"
0,0.636328638450247,0.203,0.637,0,"4","CD84"
0,0.598300878302525,0.095,0.732,0,"4","TRGV9"
0,0.598284632523031,1,0.79,0,"4","SLA2"
0,0.584945327139291,0.114,0.588,0,"4","CCR5"
0,0.537253283244406,0.159,0.525,0,"4","DIMT1"
0,0.525309910644775,0.164,0.735,0,"4","SESN3"
0,0.468303144025954,0.124,0.526,0,"4","C12orf75"
0,0.466734294833469,1,0.61,0,"4","TNFRSF25"
0,0.463560110021778,0.126,0.544,0,"4","MBNL3"
0,0.433707379336968,1,0.782,0,"4","S100B"
0,0.421138017979446,0.064,0.729,0,"4","TRDV2"
0,0.341729318213719,0.13,0.752,0,"4","TRAK2"
0,0.337777503799224,0.999,0.505,0,"4","RGS1"
0,0.325693148191272,0.135,0.392,0,"4","MSI2"
0,0.322116409388151,0.06,0.656,0,"4","TSPAN2"
0,0.299269459053605,0.158,0.701,0,"4","ARL6IP1"
0,0.295725557745888,0.134,0.686,0,"4","EGLN1"
0,0.287202097703066,0.227,0.907,0,"4","ARFGEF1"
0,0.283291474313915,0.206,0.787,0,"4","M6PR"
0,0.274019795670244,0.142,0.573,0,"4","C10orf118"
0,0.268962575709387,0.165,0.583,0,"4","ZNF318"
1.39162436272727e-300,0.830930249170317,1,0.846,2.97390126314817e-297,"4","MAL"
4.68456113690466e-300,0.320967114435407,0.227,0.602,1.00109071495653e-296,"4","PCF11"
2.48549369278044e-299,0.357194406516774,0.249,0.615,5.31150002147181e-296,"4","CTSC"
4.39360703968549e-299,0.325877663090845,0.233,0.513,9.38913824380789e-296,"4","RAP2B"
4.81200329878018e-295,0.610148283030794,0.187,0.462,1.02832510494932e-291,"4","MYC"
5.222684346626e-292,0.451283813462031,0.197,0.568,1.11608764487398e-288,"4","VEZF1"
3.17042534618415e-290,0.336881624226266,0.168,0.624,6.77519896479553e-287,"4","XPO6"
1.13881790282956e-281,0.283844449011,0.188,0.792,2.43365385834678e-278,"4","ZNFX1"
1.60171534851182e-279,1.12209177298857,0.234,0.578,3.42286569976976e-276,"4","CD5"
1.77677639675668e-277,0.284648681151925,0.185,0.722,3.79697115986903e-274,"4","FAM111A"
1.03738888376317e-264,0.438413334599204,1,0.631,2.2169000446019e-261,"4","PITHD1"
6.27154965811107e-239,0.554048608321286,0.999,0.523,1.34023016193834e-235,"4","CAMK1D"
7.6541248438714e-239,0.335705526195925,0.268,0.638,1.63568647913532e-235,"4","DHX9"
6.4116310079095e-238,0.434568422664652,0.999,0.566,1.37016554639026e-234,"4","CLEC2B"
2.34212022377207e-235,0.972142107539293,0.166,0.492,5.00511091820092e-232,"4","INPP4B"
4.9826936833222e-233,0.265330262395585,1,0.604,1.06480164012595e-229,"4","TPM2"
2.84092447169234e-229,0.367177935287315,0.997,0.628,6.07105559600653e-226,"4","LAIR2"
1.42428965519035e-228,0.778241875744407,0.279,0.447,3.04370699314178e-225,"4","MDN1"
2.11366280293039e-216,0.41756237550941,0.156,0.563,4.51689740986224e-213,"4","CBX5"
3.32365318308581e-211,0.797706769472815,0.239,0.701,7.10264685225438e-208,"4","LPIN2"
5.78826906244975e-207,0.775732351607711,0.154,0.672,1.23695309864551e-203,"4","MAF"
1.4367496519755e-206,0.929260760271369,0.283,0.531,3.07033400627164e-203,"4","GIMAP5"
4.40992780103342e-202,1.15237365661248,0.249,0.538,9.42401571080841e-199,"4","KLRG1"
6.2042287705534e-202,0.265909245677543,0.311,0.682,1.32584368826726e-198,"4","KTN1"
1.30907521960981e-198,0.376917907754204,0.076,0.522,2.79749374430616e-195,"4","NIPSNAP1"
9.88773363057106e-197,0.279586242012997,0.163,0.429,2.11300867685303e-193,"4","USP1"
1.68307077742788e-195,0.277975311366881,0.997,0.493,3.59672225136337e-192,"4","N4BP2"
7.86150759198446e-194,0.305365916964545,0.21,0.586,1.68000417240708e-190,"4","SMC3"
2.19807975447319e-187,0.25284960530434,1,0.719,4.69729643530921e-184,"4","PPIA"
3.75852267878155e-181,0.387706494905817,0.038,0.325,8.03196296455616e-178,"4","PTGDS"
1.46317134239011e-176,0.371087345597683,0.177,0.557,3.12679715868767e-173,"4","RP11-220I1.1"
2.24869540581835e-175,0.625122762320524,0.202,0.764,4.80546208223381e-172,"4","NOSIP"
7.93012801028013e-169,0.252362092622832,0.998,0.561,1.69466835579686e-165,"4","NOP56"
1.01376338630397e-165,0.832050112030379,0.999,0.613,2.16641235653158e-162,"4","BHLHE40"
1.11290832348687e-165,0.387472350944318,0.236,0.621,2.37828508729144e-162,"4","DOK2"
3.58895373156803e-163,0.421819345564586,0.311,0.661,7.66959412436088e-160,"4","SELPLG"
3.65196822149755e-154,0.720384798599299,0.247,0.433,7.80425608934026e-151,"4","KIF2A"
1.01985738952137e-151,0.293804515670817,1,0.607,2.17943524140717e-148,"4","TTTY15"
3.4582917392778e-151,0.429782379845611,0.29,0.759,7.39036944683666e-148,"4","RAP1B"
3.39383988701406e-144,0.555493829404892,0.178,0.581,7.25263583854906e-141,"4","SLC20A1"
2.76112543422612e-143,0.740285238471626,0.142,0.543,5.90052505294122e-140,"4","ARHGEF12"
1.04627254421979e-139,1.24851175832685,0.295,0.544,2.2358844269977e-136,"4","TRGC2"
2.60902492682705e-138,0.799199264120702,1,0.643,5.57548626862941e-135,"4","LINC00861"
1.08850117648023e-132,0.413145044920004,0.999,0.664,2.32612701413825e-129,"4","CBX6"
1.89368101542744e-132,0.833069204631824,1,0.848,4.04679632996843e-129,"4","CD8B"
2.20344832816498e-130,0.724491549429723,0.308,0.474,4.70876907728856e-127,"4","GCC2"
1.38471080454929e-128,0.250634528740213,0.997,0.665,2.95912698932183e-125,"4","MCM3"
7.66058021761856e-128,0.860844847694349,0.178,0.675,1.63706599250509e-124,"4","ITM2A"
9.2329904192169e-128,0.399404897486774,0.104,0.537,1.97309005258665e-124,"4","KIF22"
8.24168499016318e-127,0.331379701238838,0.159,0.301,1.76124808239787e-123,"4","PPM1K"
3.69593448007697e-125,0.359706509580385,0.084,0.616,7.89821198392449e-122,"4","HERC6"
7.82601673352315e-123,0.377678233805104,0.998,0.548,1.6724197759539e-119,"4","RBBP7"
1.03074437513004e-120,0.878725653329658,0.236,0.419,2.2027007296529e-117,"4","HIVEP2"
6.05429801529884e-117,0.673118567356951,1,0.644,1.29380348586936e-113,"4","OXNAD1"
2.5909987249382e-116,0.553848856672735,0.241,0.433,5.53696427519294e-113,"4","BIRC3"
1.51330955622446e-115,0.378474024114302,0.167,0.659,3.23394252165167e-112,"4","TAP2"
7.03821678972376e-115,0.419618186547788,0.21,0.733,1.50406692796397e-111,"4","UBB"
1.75139764146606e-106,0.85133396794162,0.124,0.56,3.74273675981297e-103,"4","TRAT1"
4.90829434253719e-105,0.897651621138402,1,0.652,1.0489025010002e-101,"4","ITGA6"
8.50069887388369e-104,1.01261276193463,0.184,0.678,1.81659934934894e-100,"4","EOMES"
3.82742177234385e-102,0.858638195746645,0.249,0.566,8.17920032749881e-99,"4","IKZF3"
1.78326271692134e-101,0.468675673580252,0.37,0.661,3.81083242606091e-98,"4","FAM107B"
2.2686488076061e-101,0.358793124273749,0.999,0.488,4.84810250185423e-98,"4","TSC22D1"
9.74464289637844e-100,0.315226194928936,0.232,0.61,2.08243018695607e-96,"4","TERF2IP"
7.16558554827756e-98,1.19632214529644,1,0.666,1.53128563166691e-94,"4","ITK"
5.78269087145401e-97,0.366380658265612,1,0.78,1.23576103922972e-93,"4","RAB27B"
2.23496300970348e-84,0.758444207417971,0.999,0.668,4.77611595173634e-81,"4","CCL4"
1.25078436998451e-83,0.388103946092635,0.397,0.68,2.6729261986569e-80,"4","RAD21"
3.64163806887024e-82,0.576764071929249,0.996,0.51,7.78218055317571e-79,"4","ENDOD1"
1.14683029447408e-80,0.545352310014288,0.258,0.454,2.45077633929111e-77,"4","BUB3"
8.74497222135545e-79,0.490472492541359,1,0.642,1.86880056370366e-75,"4","IL24"
1.51242422178243e-77,0.97725794154447,1,0.853,3.23205056194904e-74,"4","CAMK4"
2.29088139700035e-76,0.745959165922536,0.999,0.561,4.89561354538975e-73,"4","MYLIP"
1.4060517020164e-75,0.746609744955301,0.189,0.548,3.00473248720904e-72,"4","OFD1"
1.08419201984095e-73,0.434673551362017,0.3,0.632,2.31691834640012e-70,"4","TAF7"
